thyroid gland,갑상선,예문 없음,예문 없음,예문 없음,,thyroid gland
live up to,~에 부끄럽지 않게[어울리게] 살다쉼표(기대 등)에 부응하다,예문 없음,예문 없음,예문 없음,,live up to
rut,바퀴 자국쉼표 판[틀]에 박힌 생활,예문 없음,예문 없음,예문 없음,,rut
measure up to,~에 달하다[필적하다],예문 없음,예문 없음,예문 없음,,measure up to
credit,신용 거래쉼표 칭찬쉼표 인정,예문 없음,예문 없음,예문 없음,,credit
kilter,정상 상태쉼표 순조쉼표 호조,예문 없음,예문 없음,예문 없음,,kilter
juncture,시점[단계],예문 없음,예문 없음,예문 없음,,juncture
on one따옴표s own account,자기 부담[비용]으로쉼표 자기 책임 아래쉼표 혼자서,예문 없음,예문 없음,예문 없음,,on one따옴표s own account
obligate,(법률쉼표 도덕상의)의무를 지우다쉼표 강요하다/감사하는 마음이 우러나게 하다,예문 없음,예문 없음,예문 없음,,obligate
trot out,(늘 하는 변명쉼표 이유를) 내놓다[대다],예문 없음,예문 없음,예문 없음,,trot out
testimonial,추천서쉼표 추천의 글쉼표 (존경쉼표 감사의 표시로 전하는) 기념물,예문 없음,예문 없음,예문 없음,,testimonial
bewilder,어리둥절하게[혼란스럽게] 만들다,예문 없음,예문 없음,예문 없음,,bewilder
sage,현자쉼표 현인,예문 없음,예문 없음,예문 없음,,sage
homage,경의쉼표 존경의 표시,예문 없음,예문 없음,예문 없음,,homage
reign over,~을 다스리다쉼표 ~의 주권을 잡다,예문 없음,예문 없음,예문 없음,,reign over
disgruntle,기분 상하게 하다쉼표 ~에게 불만을 품게 하다,예문 없음,예문 없음,예문 없음,,disgruntle
size up,평가하다쉼표 (정세를) 판단하다쉼표 (필요 조건 따위에) 맞다,예문 없음,예문 없음,예문 없음,,size up
of one따옴표s word,약속을 지키는[준수하는],예문 없음,예문 없음,예문 없음,,of one따옴표s word
privilege,특전[특혜]쉼표 특권쉼표 특권을 주다,예문 없음,예문 없음,예문 없음,,privilege
meteoric,일약~한,예문 없음,예문 없음,예문 없음,,meteoric
overdue,기한이 지난쉼표 벌써 행해졌어야 할쉼표 이미 늦어진,예문 없음,예문 없음,예문 없음,,overdue
reconcile,조화시키다쉼표 화해시키다쉼표 받아들이다,예문 없음,예문 없음,예문 없음,,reconcile
default,채무 불이행쉼표 (채무를) 이행하지 않다쉼표 체납하다,예문 없음,예문 없음,예문 없음,,default
infallible,결코 틀리지[실수하지] 않는,예문 없음,예문 없음,예문 없음,,infallible
dispute,분징쉼표 분규쉼표 논란쉼표 논쟁쉼표 반박하다쉼표 분쟁[논란]을 벌이다,예문 없음,예문 없음,예문 없음,,dispute
discharge,(어떤 장소나 직무에서) 떠나는 것을 허락하다쉼표  해고하다 내보냄쉼표 퇴원쉼표 제대,예문 없음,예문 없음,예문 없음,,discharge
obligation,의무,예문 없음,예문 없음,예문 없음,,obligation
be inclined to,~하고 싶어지다쉼표 ~하는 경향이 있다,예문 없음,예문 없음,예문 없음,,be inclined to
chisel,(끌로) 새기다[깎다]쉼표 속이다쉼표 (속여서) 뜯어내다,예문 없음,예문 없음,예문 없음,,chisel
