harvest,수확쉼표 수확물,Everywhere there was so much corn that at harvest time every barn was stuffed.,추수 때쉼표 여기저기 옥수수가 풍작이라 곳간마다 꽉꽉 찼다. J. R. R. 톨킨 『반지의 제왕: 왕의 귀환』,Everywhere there was so much corn that at _ time every barn was stuffed.,,harvest
abundant,풍부한,The guests had a very pleasant feast: rich쉼표 abundant쉼표 varied; and prolonged.,손님들은 즐거운 잔치를 신나게 즐겼다. 풍요롭고 다양하면서도 오래 지속되는 잔치였다.  J. R. R. 톨킨 『반지 원정대』,The guests had a very pleasant feast: rich쉼표 _쉼표 varied; and prolonged.,,abundant
uneasy,불안한쉼표 불편한,Wahid finally broke the uneasy silence that followed and began to speak.,와히드는 마침내 길게 지속되던 어색한 침묵을 깨고 말을 하기 시작했다. 할레드 호세이니 『연을 쫓는 아이』,Wahid finally broke the _ silence that followed and began to speak.,,uneasy
calculate,추산하다쉼표 계산하다,Rowan started to calculate how old the baby would be at Christmas.,로완은 크리스마스 때 그 아기의 나이가 얼마나 될지 계산해보기 시작했다. 앤 라이스 『위칭 아워』,Rowan started to _ how old the baby would be at Christmas.,,calculate
absorb,빨아들이다쉼표 몰입시키다,The two cart-horses could absorb everything that they were told and passed it on to the other animals.,짐마차를 끄는 그 말 두 마리는 들은 말을 모조리 받아들여 다른 동물들에게 전달했다. 조지 오웰 『동물농장』,The two cart-horses could _ everything that they were told and passed it on to the other animals.,,absorb
estimate,추정하다쉼표 판단하다,Aristotle even quoted an estimate that the distance around the earth was 400쉼표000 stadia.,아리스토텔레스는 심지어 지구 둘레가 약 40만 시거(stadia쉼표고대 그리스의 거리 측정 단위)라는 추정치를 인용하기까지 했다. 스티븐 호킹 『시간의 역사』,Aristotle even quoted an _ that the distance around the earth was 400쉼표000 stadia.,,estimate
morsel,(음식의) 작은 양쉼표 조각,Gollum watched every morsel from hand to mouth쉼표 like an expectant dog by a diner따옴표s chair. ,골룸은 마치 저녁식사 자리에 앉아 먹이를 고대하는 개처럼쉼표 작은 먹이 하나하나까지 군침을 흘리며 쳐다보았다. J. R. R. 톨킨 『반지의 제왕: 두 개의 탑』,Gollum watched every _ from hand to mouth쉼표 like an expectant dog by a diner따옴표s chair. ,,morsel
quota,할당량쉼표 몫,NYPD cops have a quota of summonses which they are expected to issue every month.,뉴욕시 경찰청이 다달이 발행하는 소환장에는 한도가 있다. <스테이튼 아일랜드 어드밴스> 2010년 9월 13일,NYPD cops have a _ of summonses which they are expected to issue every month.,,quota
threat,위협쉼표 으름장,The children were startled. They expected threats쉼표 blows쉼표 anything but kindness.,아이들은 의외의 대접에 깜짝 놀랐다. 위협과 구타 따위쉼표 친절을 제외한 온갖 학대를 예상했기 때문이다. 타티아나 드 로즈네이 『사라의 열쇠』,The children were startled. They expected _쉼표 blows쉼표 anything but kindness.,,threats
ban,금지하다쉼표 배제하다,Mayor Bloomberg made a meddling move on nutrition by issuing a ban on trans fats.,블룸버그 시장은 식품 영양에 대한 간섭 조치의 일환으로 트랜스 지방 금지령을 내렸다. <뉴욕 데일리 뉴스> 2011년 2월 22일,Mayor Bloomberg made a meddling move on nutrition by issuing a _ on trans fats.,,ban
panic,공황 상태에 빠지다,The double attack turned what had hitherto been nervousness into real panic.,그 이중의 공격은 지금껏 불안에 불과했던 두려움을 진짜 공황으로 바꾸어놓았다. J. K. 롤링 『해리 포터와 비밀의 방』,The double attack turned what had hitherto been nervousness into real _.,,panic
appropriate,적절한쉼표 어울리는,Mrs. Weasley threw him a look쉼표 upon which he became immediately silent and assumed an expression appropriate to the sickbed of a close friend.,위즐리 부인은 그를 쳐다보았고쉼표 그는 그 눈길에 즉시 조용해져 친한 친구의 병상에나 어울릴 법한 표정을 지었다. J. K. 롤링 『해리 포터와 죽음의 성물』,Mrs. Weasley threw him a look쉼표 upon which he became immediately silent and assumed an expression _ to the sickbed of a close friend.,,appropriate
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
