spigot,예문 없음,예문 없음,마개쉼표 꼭지,_,,spigot
pregnant with,예문 없음,예문 없음,~으로 가득하다,_,,pregnant with
garner,예문 없음,예문 없음,(정보쉼표 지지 등을)얻다,_,,garner
perspicacity,예문 없음,예문 없음,통찰력쉼표 총명쉼표 명민,_,,perspicacity
upholstery,예문 없음,예문 없음,덮개쉼표 커버,_,,upholstery
usher A into B,예문 없음,예문 없음,A를 B로 안내하다,_,,usher A into B
valiant,예문 없음,예문 없음,용맹한쉼표 단호한,_,,valiant
aggregate,예문 없음,예문 없음,합계쉼표 총액쉼표 종합한쉼표 종합하다,_,,aggregate
tightwad,예문 없음,예문 없음,구두쇠쉼표 수전노,_,,tightwad
sore,예문 없음,예문 없음,아픈쉼표 화가 난쉼표 감정이 상한쉼표 상처,_,,sore
peer in[out],예문 없음,예문 없음,안[밖]을 응시하다,_,,peer in[out]
relate,예문 없음,예문 없음,관련[결부]시키다쉼표 ~에 대하여 이야기하다[들려주다],_,,relate
pique,예문 없음,예문 없음,불쾌하게[언짢게] 하다,_,,pique
pique sb따옴표s interest쉼표 curiosity쉼표 etc.,예문 없음,예문 없음,~의 흥미쉼표 호기심 등을 자극하다,_,,pique sb따옴표s interest쉼표 curiosity쉼표 etc.
amiable,예문 없음,예문 없음,쾌활한쉼표 정감 있는,_,,amiable
contraption,예문 없음,예문 없음,기계[장치],_,,contraption
reminisce,예문 없음,예문 없음,추억[회상]에 잠기다쉼표 추억담[회상담]을 나누다,_,,reminisce
excel,예문 없음,예문 없음,뛰어나다쉼표 탁월하다쉼표 뛰어나게 잘 하다,_,,excel
amount to much[little],예문 없음,예문 없음,상당한 것이 되다[무가치하다],_,,amount to much[little]
brag about,예문 없음,예문 없음,자랑하다쉼표 자만하다쉼표 허풍떨다,_,,brag about
