exaggerate,과장하다,It was silliness on your part to exaggerate this little trifle of love-making into something serious.,사소한 성관계를 심각한 문제로 과장하다니 당신 정말 어리석었어. 잭 런던 『모험』,It was silliness on your part to _ this little trifle of love-making into something serious.,,exaggerate
amateur,아마추어,The twins had accepted several invitations쉼표 and had also volunteered to play some duets at an amateur entertainment for the benefit of a local charity.,그 쌍둥이는 여러 차례 초대를 받아들였고쉼표 지역 자선 단체를 위한 아마추어 잔치에 참가해 자원해서 이중주를 하기도 했다. 마크 트웨인 『바보 윌슨』,The twins had accepted several invitations쉼표 and had also volunteered to play some duets at an _ entertainment for the benefit of a local charity.,,amateur
mediocre,평범한,Although she had always praised her friend따옴표s performances쉼표 she said that in this film her friend was merely a commonplace mediocre actress.,친구의 연기를 늘 칭찬했던 그녀는 이 영화에서는 친구가 흔해빠진 평범한 여배우에 불과했다고 평했다. 오스카 와일드 『도리언 그레이의 초상』,Although she had always praised her friend따옴표s performances쉼표 she said that in this film her friend was merely a commonplace _ actress.,,mediocre
variety,다양성,You can now download and print a variety of puzzles from the Sunday magazine free online.,이제 <선데이>지 무료 온라인에서 다양한 퍼즐을 다운받아 프린트하실 수 있습니다. <뉴욕 타임스> 2011년 2월 5일,You can now download and print a _ of puzzles from the Sunday magazine free online.,,variety
valid,유효한쉼표 타당한,There may only be about four valid title contenders in any given N.B.A. season쉼표 but those four contenders change every few years.,모든 N.B.A 시즌에는 공식적으로 쟁쟁하게 경쟁하는 선수들이 약 4명 정도이고쉼표 그 4명도 몇 년마다 바뀐다. <뉴욕 타임스> 2011년 2월 5일,There may only be about four _ title contenders in any given N.B.A. season쉼표 but those four contenders change every few years.,,valid
survive,생존하다,The owners of failed businesses have a million stories about why they failed쉼표 why they did not survive.,실패한 기업주들은 실패의 이유쉼표 살아남지 못한 이유에 관한 백만 가지 사연을 갖고 있다. <뉴욕 타임스> 2011년 2월 5일 ,The owners of failed businesses have a million stories about why they failed쉼표 why they did not _.,,survive
weird,기이한,Florida officially has a weird deer season쉼표 one of the longest쉼표 in the nation. With careful planning쉼표 one could hunt deer in Florida from July to February.,플로리다에는 공식적으로 이례적인 사슴 사냥 시즌이 있다. 플로리다의 사슴 사냥 시즌은 미국에서 제일 길다. 계획만 잘 짜면 플로리다에서는 7월부터 이듬해 2월까지 사슴을 사냥할 수 있다. <플로리다 타임스 유니언> 2011년 2월 5일,Florida officially has a _ deer season쉼표 one of the longest쉼표 in the nation. With careful planning쉼표 one could hunt deer in Florida from July to February.,,weird
prominent,유명한쉼표 중요한,Cuba freed a prominent political prisoner Friday and the Roman Catholic Church said another would be released.,쿠바는 지난 금요일 저명한 정치범들을 석방했고쉼표 로마 가톨릭 교회는 또 다른 정치범도 석방될 것이라고 말했다. <워싱턴 포스트> 2011년 2월 5일,Cuba freed a _ political prisoner Friday and the Roman Catholic Church said another would be released.,,prominent
security,안전,But domestic production alone cannot end the threat to national security because of the high price of oil.,그러나 높은 유가로 인해 국내 생산만으로는 국가 안보 위협을 끝장낼 수 없다. <워싱턴 포스트> 2011년 2월 5일,But domestic production alone cannot end the threat to national _ because of the high price of oil.,,security
bulky,부피가 큰,Although battery technology has improved in recent years쉼표 both nickel-metal hydride and the more powerful lithium ion batteries are still too bulky.,최근 몇 년 동안 이루어진 건전지 기술의 향상에도 불구하고쉼표 니켈수소 전지와 더 강력한 리튬이온 전지 둘 다 아직 부피가 지나치게 크다. <비즈니스 데이> 2011년 1월 7일,Although battery technology has improved in recent years쉼표 both nickel-metal hydride and the more powerful lithium ion batteries are still too _.,,bulky
reluctant,주저하는,Photographers who were traveling around the city of Cairo on their own a few days ago are now reluctant to take their cameras into the crowded center of the city.,며칠 전부터 단독으로 카이로 시 주변을 여행했던 사진작가들은 현재 붐비는 도심으로 카메라를 가져가기를 꺼리고 있다. <뉴욕 타임스> 2011년 2월 4일,Photographers who were traveling around the city of Cairo on their own a few days ago are now _ to take their cameras into the crowded center of the city.,,reluctant
obvious,명백한,To keep her from marrying쉼표 he took the obvious course of keeping her at home and forbidding her to seek the company of people of her own age.,그는 그녀의 결혼을 막기 위해 그녀를 집에 가두고 또래와 친구 관계를 맺는 것도 금지했다. 아서 코난 도일 『셜록 홈스의 모험』,To keep her from marrying쉼표 he took the _ course of keeping her at home and forbidding her to seek the company of people of her own age.,,obvious
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
