emerge,나타나다쉼표 판명되다,As soon as they were well inside the yard쉼표 the animals who had been lying in ambush in the cowshed suddenly emerged in their rear쉼표 cutting them off.,그들(인간들)이 마당 안으로 들어서는 순간쉼표 외양간에 매복했던 동물들이 갑자기 인간들의 후미로 나타나 퇴로를 차단했다. 조지 오웰 『동물농장』,As soon as they were well inside the yard쉼표 the animals who had been lying in ambush in the cowshed suddenly _ in their rear쉼표 cutting them off.,,emerged
jagged,삐죽삐죽한쉼표 들쭉날쭉한,The machines evinced the only vitality with their tiny monotonous beeps and jagged neon lines. ,기계들이 살아 있다는 느낌을 주는 것은 단조롭고 작게 삐삑거리는 발신음과 들쭉날쭉하게 늘어선 네온 불빛 뿐이었다. 앤 라이스 『위칭 아워』,The machines evinced the only vitality with their tiny monotonous beeps and _ neon lines. ,,jagged
linger,머무르다,His glance lingered admiringly on my leather coat and my jeans.,그가 보내는 경탄의 눈길이 내 가죽 코트와 청바지에서 떨어질 줄 몰랐다. 할레드 호세이니 『연을 쫓는 아이』,His glance _ admiringly on my leather coat and my jeans.,,lingered
ambush,매복,There seemed no chance of reaching the Ford before he was cut off by the others that had lain in ambush.,그 여울목까지 도달할 가망은 없어 보였다. 그곳까지 가기도 전에 잠복하고 있던 다른 이들에게 차단당할 것이 뻔했다. J. R. R. 톨킨 『반지 원정대』,There seemed no chance of reaching the Ford before he was cut off by the others that had lain in _.,,ambush
crafty,교활한,He is a wizard both cunning and crafty쉼표 having many guises. ,  그는 교활하고 술책이 뛰어난 마법사였고쉼표 수많은 모습으로 변장도 가능했다. J. R. R. 톨킨『반지의 제왕: 두 개의 탑』,He is a wizard both cunning and _쉼표 having many guises. ,,crafty
defiant,반항적인쉼표 저항하는,Some children may be more defiant쉼표 stubborn쉼표 and negative than others.,일부 아이들은 다른 아이들보다 더 반항적이고 고집이 세며 부정적이다. www.scholastic.com 2011년,Some children may be more _쉼표 stubborn쉼표 and negative than others.,,defiant
vigor,원기쉼표 활력,The Prefect got up and shook his hand with vigor.,반장은 일어서서 힘차게 손을 흔들었다. J. K. 롤링 『해리포터와 마법사의 돌』,The Prefect got up and shook his hand with _.,,vigor
perish,사라지다쉼표 소멸하다,The day will come when they will perish and I shall go back!,그들이 멸망하여 내가 다시 돌아갈 날이 올 것이다.  J. R. R. 톨킨 『호빗』,The day will come when they will _ and I shall go back!,,perish
fragile,부숴지기 쉬운쉼표 약한,It was the trade name for wood shavings used to protect fragile objects inside packages. ,그것은 짐 속에서 깨지기 쉬운 물건을 보호할 때 쓰는 대팻밥의 상품명이었다. 커트 보네거트 『챔피언들의 아침식사』,It was the trade name for wood shavings used to protect _ objects inside packages. ,,fragile
captive,포로쉼표 사로잡힌,They comforted the captive that was aboard쉼표 and bade him put aside fear.,그들은 배에 탄 포로를 위로하며 두려움을 떨쳐 버리라고 말했다.  J. R. R. 톨킨 『반지의 제왕: 왕의 귀환』,They comforted the _ that was aboard쉼표 and bade him put aside fear.,,captive
prosper,번창하다쉼표 성공하다,No race can prosper till it learns that there is as much dignity in tilling a field as in writing a poem.,어떤 민족이건 시를 쓰는 일만큼 밭 가는 일도 고귀하다는 것을 배워야만 번영할 수 있다. 부커 T. 워싱턴 www.brainyquote.com,No race can _ till it learns that there is as much dignity in tilling a field as in writing a poem.,,prosper
devour,게걸스레 먹다,He set two carrots aside and devoured the third쉼표 making an astounding noise as he crushed it in his mouth.,그는 당근 두 개를 따로 챙겨두고는 세 번째 당근을 게걸스레 먹었다. 그가 당근을 깨물자 놀랍도록 시끄러운 소리가 들렸다. 마커스 주삭 『책 도둑』,He set two carrots aside and _ the third쉼표 making an astounding noise as he crushed it in his mouth.,,devoured
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
