outlaw,금지하다쉼표 무법자,No member of our family was ever an outlaw.,우리 가족 중에 범법자라고는 전혀 없었다. 윌리엄 사로얀 『아름다운 흰 말의 여름』,No member of our family was ever an _.,,outlaw
promote,진급시키다쉼표 증진시키다,Mr. Fotheringay tried to promote himself as a miracle man. ,포더링게이 씨는 자신을 기적의 사나이로 승격시키려 애썼다. H. G. 웰스 『기적을 만드는 사나이』,Mr. Fotheringay tried to _ himself as a miracle man. ,,promote
undernourished,영양이 결핍된,When Donovan was released쉼표 he was badly undernourished.,도노반은 석방되었을 당시 심한 영양결핍 상태였다. 제레드 다이아몬드 『총쉼표 균쉼표 쇠』,When Donovan was released쉼표 he was badly _.,,undernourished
illustrate,삽화를 그리다쉼표 설명하다,I can illustrate my method of establishing law in science very easily.,나는 과학 법칙을 확립하는 내 방법을 아주 쉽게 예증할 수 있다. T. H. 헉슬리 『우리는 모두 과학자다』,I can _ my method of establishing law in science very easily.,,illustrate
disclose,밝히다,Meshenka disclosed that the brooch was worth a thousand kopecks.,메셴카는 그 브로치가 1쉼표000카페이카(러시아 화폐단위)라고 밝혔다. 안톤 체호프 『격변』,Meshenka _ that the brooch was worth a thousand kopecks.,,disclosed
excessive,과도한,My Irish teacher showed excessive irritability about my questions on religion. ,아일랜드 인인 우리 선생님은 내가 종교에 대해서 물으면 극도로 짜증스러운 반응을 보였다. V.S. 프리쳇 『성자』,My Irish teacher showed _ irritability about my questions on religion. ,,excessive
disaster,재난,Unable to breathe properly from nervousness쉼표 I was facing disaster. ,나는 불안해서 숨조차 쉴 수 없을 정도로 재앙을 마주하고 있는 셈이었다. 보리스 파스테르나크 『음악과의 단절』,Unable to breathe properly from nervousness쉼표 I was facing _. ,,disaster
censor,검열과,Chinese Journalist Defies the Censor.,중국 언론인쉼표 검열관에게 저항하다. <뉴욕 타임스> 2011년 1월 27일,Chinese Journalist Defies the _.,,Censor
culprit,sqja인,When my roommates were the culprits쉼표 I was not backward with my revenge. ,범인이 내 룸메이트들로 밝혀졌어도 나는 복수를 철회하지 않았다. 메리 엘렌 체이스 『나만의 방』,When my roommates were the _쉼표 I was not backward with my revenge. ,,culprits
juvenile,청소년의,As a juvenile쉼표 I learned to write to help me to survive. ,청소년이었을 당시 나는 생존하기 위해  글쓰기를 배웠다. 윌리엄 사로얀 『나는 왜 글을 쓰는가』,As a _쉼표 I learned to write to help me to survive. ,,juvenile
bait,미끼쉼표 괴롭히다,I wouldn따옴표t take the bait from Sylvester쉼표 and I turned away. ,나는 실베스터의 미끼를 물지 않을 작정이었기 때문에 돌아서서 그것을 외면했다. 카슨 매컬러스 『기수』,I wouldn따옴표t take the _ from Sylvester쉼표 and I turned away. ,,bait
insist,주장하다,For those Americans like myself who insist on improving the quality of education쉼표 there is good news.,교육의 질 향상을 주장하는 나 같은 미국인들에게 희소식이 있다. 이네즈 랍 『빨갱이들은 과학에 우위를 갖고 있다』,For those Americans like myself who _ on improving the quality of education쉼표 there is good news.,,insist
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
