corpse,시신,Her husband was sentenced last June to life in prison after being convicted of second-degree murder and abandonment of a corpse.,그녀의 남편은 지난 6월쉼표 2급 살인과 사체 유기로 무기징역형을 선고받았다.,Her husband was sentenced last June to life in prison after being convicted of second-degree murder and abandonment of a _.,,corpse
concealed,숨기다,A majority of states require a permit to carry a concealed weapon. Only two other states allow concealed weapons.,대다수의 주들은 공공장소에서 총기를 숨겨 소지할 수 있도록 허가하라고 요구한다. 다른 두 개 주는 이미 이를 허용하고 있다.,A majority of states require a permit to carry a concealed weapon. Only two other states allow _ weapons.,,concealed
dismal,어두운쉼표 우울한,The quarterback wasn따옴표t worried when his University of Connecticut Huskies football team suffered through a dismal offensive first half.,그 쿼터백은 자신이 속한 코네티컷 대학 허스키스 미식축구팀이 전반부 내내 참담한 공격으로 고전을 면치 못했어도 걱정하지 않았다.,The quarterback wasn따옴표t worried when his University of Connecticut Huskies football team suffered through a _ offensive first half.,,dismal
frigid,매우 추운,The weather was frigid this week쉼표 especially in Florida. Air temperatures ranged from the upper 20s to low 50s쉼표 and surfers all wore wet suits.,이번 주는 혹한이었습니다. 특히 플로리다에서요. 기온은 최고 화씨 20도에서 최저 50도까지 내려갔습니다. 서퍼들은 모두 고무로 된 잠수복을 착용했습니다.,The weather was _ this week쉼표 especially in Florida. Air temperatures ranged from the upper 20s to low 50s쉼표 and surfers all wore wet suits.,,frigid
inhabited,거주하다,In a certain part of the country there were villages inhabited by numerous and angry settlers.,그 나라의 어떤 지역에는 분노에 찬 수많은 정착민들이 살고 있는 마을들이 있었다.,In a certain part of the country there were villages _ by numerous and angry settlers.,,inhabited
numb,감각이 없는 망연자실한,At one freezing tailgate party at a Bears playoff game쉼표 Jeff Meyer쉼표 32쉼표 of Lake in the Hills쉼표 said his fingers were ‘a little numb.따옴표,베어스 플레이오프 경기 당시쉼표 쌀쌀한 날씨에 벌어진 야외 파티에서쉼표 레이크 인 더 힐스에서 온 32세 제프 메이어 씨는 손가락이 ‘좀 곱은 것따옴표 같다고 말했다.,At one freezing tailgate party at a Bears playoff game쉼표 Jeff Meyer쉼표 32쉼표 of Lake in the Hills쉼표 said his fingers were ‘a little _.따옴표,,numb
peril,위험,The peril was different쉼표 of course쉼표 perhaps more clear than ever. We were in the nuclear arms race of the Cold War.,물론 위험은 전과 달랐다. 아마 그 어느 때보다 더 분명했을 것이다. 우리는 냉전의 군비 확장 경쟁 한가운데 있었다.,The _ was different쉼표 of course쉼표 perhaps more clear than ever. We were in the nuclear arms race of the Cold War.,,peril
recline,기대다쉼표 눕다,In Toyota따옴표s new Crossover쉼표 all you had to do is pull the lever on the seat bases and the seatbacks recline up to 14 degrees.,도요타의 신형 자동차 크로스오버의 경우쉼표 좌석 하단의 레버를 당기기만 하면 의자 뒷부분이 14도까지 젖혀진다.,In Toyota따옴표s new Crossover쉼표 all you had to do is pull the lever on the seat bases and the seatbacks _ up to 14 degrees.,,recline
shriek,비명쉼표 비명을 지르다,They따옴표re going to have to find a way to measure decibels to calculate the shrieks that greeted the performers at the concert.,공연 때 공연자들이 듣게 되는 비명 같은 고함의 크기를 추정할 수 있도록 데시벨을 측정할 방법을 찾아야 할 것이다.,They따옴표re going to have to find a way to measure decibels to calculate the _ that greeted the performers at the concert.,,shrieks
sinister,사악한쉼표 불길한,The darkest of Shakespeare따옴표s comedies쉼표 Measure for Measure쉼표 combines slapstick comedy with sinister dealings.,셰익스피어의 희극 중 가장 어두운 작품인 『자에는 자로』는 슬랩스틱 코미디를 사악한 행동과 버무려놓았다.,The darkest of Shakespeare따옴표s comedies쉼표 Measure for Measure쉼표 combines slapstick comedy with _ dealings.,,sinister
tempt,유혹하다,It따옴표s a sure thing that fall is in full swing when retailers tempt shoppers with special retail bargains.,소매상점들이 특가 행사로 고객을 유혹하는 걸 보니 분명 가을이 무르익긴 한 것 같다.,It따옴표s a sure thing that fall is in full swing when retailers _ shoppers with special retail bargains.,,tempt
wager,도박,There will be no-limit poker games at the new casino in Atlantic City쉼표 and players will probably wager large amounts of money.,애틀랜틱시티의 새 카지노에는 베팅에 상한선이 없는 포커 게임이 있을 테니 그곳에 가는 사람들은 필시 많은 액수의 돈을 걸 것이다.,There will be no-limit poker games at the new casino in Atlantic City쉼표 and players will probably _ large amounts of money.,,wager
