expand,확대하다,The Japanese brewer plans to spend $1.5 billion dollars as he seeks to expand his business in North America.,일본의 그 맥주 제조사는 북아메리카에서 사업을 확장하는 데 15억 달러를 쓸 계획이다. <블룸버그 뉴스> 2011년 2월 20일,The Japanese brewer plans to spend $1.5 billion dollars as he seeks to _ his business in North America.,,expand
alter,바꾸다쉼표 고치다,When friends asked me쉼표 따옴표Can we help?따옴표 I say not unless you can alter time or teleport me off this rock.,나는 친구들이 따옴표도와줄까?따옴표라고 물으면쉼표 시간을 되돌리거나 이 바위에서 나를 순간 이동 시켜주지 않는 다음에야 도울 일이 없다고 말한다. 찰리 쉰 www.brainyquote.com,When friends asked me쉼표 따옴표Can we help?따옴표 I say not unless you can _ time or teleport me off this rock.,,alter
mature,성숙한쉼표 익은,A well-cared for property with mature쉼표 healthy trees gives the best kind of first impression as a car pulls up to the house.,잘 자란 건강한 수목들로 잘 손질해 놓은 집은쉼표 그곳에 차를 세울 때 정말 근사한 첫인상을 준다. 제프 메이어 『나무 기르기』,A well-cared for property with _쉼표 healthy trees gives the best kind of first impression as a car pulls up to the house.,,mature
sacred,존경할 만한쉼표 신성한,I pledge myself to the sacred cause쉼표 hoping this little book may hasten the day of deliverance to my brethren in bonds.,나는 신성한 대의를 위해 노력할 것을 맹세하며쉼표 이 작은 책이 감금되어 있는 내 형제들을 구출할 날을 앞당겨주기를 희망한다. 프레더릭 더글러스 『미국 노예 프레더릭 더글러스의 생애』 1845년,I pledge myself to the _ cause쉼표 hoping this little book may hasten the day of deliverance to my brethren in bonds.,,sacred
revise,고치다,The College Board said it intended to revise all of its Advanced Placement science쉼표 history and language courses to emphasize how students can use the knowledge.,대학 위원회는 학생들이 지식을 이용하는 방법의 중요성을 강조하자는 취지로 대학 과목 선이수제에 포함된 과학쉼표 역사쉼표 언어 과목을 모두 개정할 의도라고 말했다. <뉴욕 타임스> 2011년 1월 29일,The College Board said it intended to _ all of its Advanced Placement science쉼표 history and language courses to emphasize how students can use the knowledge.,,revise
pledge,서약하다,The world따옴표s leading nations pledge to support the new governments arising in revolution-torn Egypt and Tunisia.,세계의 주요 국가들은 혁명의 포화를 겪고 있는 이집트와 튀니지에서 떠오르는 새 정부를 후원하겠다고 약속한다. <CNN> 2011년 2월 19일,The world따옴표s leading nations _ to support the new governments arising in revolution-torn Egypt and Tunisia.,,pledge
casual,우연한쉼표 격의 없는,Shelving allows for the display of books쉼표 collections and decorative objects쉼표 which enhances the casual쉼표 homey feel of this alcove.,이 벽감을 선반 삼아 책과 수집품과 장식물을 얹어놓으면 편안하고 격의 없는 가정적 분위기를 한껏 낼 수 있다. www.silive.com 2009년 9월 10일,Shelving allows for the display of books쉼표 collections and decorative objects쉼표 which enhances the _쉼표 homey feel of this alcove.,,casual
pursue,뒤쫓다쉼표 추구하다,I hope he can help us pursue our future education.,나는 우리가 미래형 교육을 추진하도록 그가 도움을 줄 수 있기를 바란다. 『프리덤 라이터스 다이어리』 1999년,I hope he can help us _ our future education.,,pursue
unanimous,만장일치의,The National Academy of Sciences is unable to give a unanimous decision if asked whether the sun would rise tomorrow.,국립과학원은 내일 태양이 뜰 것인가의 여부에 대한 질문에조차 만장일치의 답을 내려주지 못한다. 파울 에를리히 www.brainyquote.com,The National Academy of Sciences is unable to give a _ decision if asked whether the sun would rise tomorrow.,,unanimous
fortunate,행운의,To the Beaudelaire orphans쉼표 having each other in the midst of their unfortunate lives felt very fortunate indeed.,보들레르 가의 고아들은 불행한 삶 한가운데 그래도 서로가 있다는 것을 아주 큰 행운으로 여겼다. 레모니 스니켓 『불행한 사건의 연속』,To the Beaudelaire orphans쉼표 having each other in the midst of their unfortunate lives felt very _ indeed.,,fortunate
pioneer,개척자,Molly faces the greatest challenge of her life as she prepares for the pioneer journey to Arizona Territory.,몰리는 애리조나 준주를 개척하기 위한 길을 나서면서 인생 최대의 도전을 마주하고 있다. 로라 오스트롬 『프라이드 에그 퀼트』,Molly faces the greatest challenge of her life as she prepares for the _ journey to Arizona Territory.,,pioneer
innovative,혁신적인,The Boeing company쉼표 a global aviation leader쉼표 has grown through decades of innovative aircraft designs and the acquisition of McDonnell Douglas and Rockwell International.,세계 굴지의 항공기 제조사인 보잉사는 수십 년 간의 혁신적 비행기 설계쉼표 그리고 맥도널 더글러스 사와 록웰 인터내셔널 사의 인수를 통해 성장해왔다. <뉴욕 타임스> 2010년 7월 29일,The Boeing company쉼표 a global aviation leader쉼표 has grown through decades of _ aircraft designs and the acquisition of McDonnell Douglas and Rockwell International.,,innovative
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
