invitation,초대쉼표 초대장,We declined an invitation for lunch due to a midday meeting.,우리는 정오의 모임 때문에 점심 식사 초대를 거절했다.,We declined an _ for lunch due to a midday meeting.,,invitation
recipe,조리법,This is my favorite recipe for chocolate cake.,이것이 제가 좋아하는 초콜릿 케이크 조리법이에요.,This is my favorite _ for chocolate cake.,,recipe
hit the spot,만족시키다쉼표 꼭 맞다,That beef steak at dinner really hit the spot.,저녁 식사에서 그 쇠고기 스테이크는 정말 만족스러웠다.,That beef steak at dinner really _.,,hit the spot
ingredient,재료쉼표 성분,Prepare all the ingredients according to the recipe.,조리법에 따라 모든 재료를 준비하세요.,Prepare all the _ according to the recipe.,,ingredients
contain,담고 있다쉼표 포함하다,These jars contain peach jam쉼표 which my mother made herself.,이 단지들은 복숭아 잼을 담고 있는데쉼표 그것은 우리 어머니가 직접 만드신 것이다.,These jars _ peach jam쉼표 which my mother made herself.,,contain
serve,(음식을) 제공하다 / 역할을 하다,The wedding cake was served to the guests.,웨딩 케이크가 손님들에게 제공되었다.,The wedding cake was _ to the guests.,,served
serve,(음식을) 제공하다 / 역할을 하다,This manual serves as a guide for new workers.,이 안내서는 신입 사원들에게 지침의 역할을 한다.,This manual _ as a guide for new workers.,,serves
savor,음미하다쉼표 맛보다,Restaurant diners savored the flavor of the lobster.,레스토랑에서 식사하는 사람들은 바닷가재의 맛을 음미했다.,Restaurant diners _ the flavor of the lobster.,,savored
edible,먹을 수 있는,These mushrooms are edible쉼표 but the ones picked this morning were poisonous.,이 버섯들은 먹을 수 있지만쉼표 오늘 아침에 딴 것들은 독이 있었다.,These mushrooms are _쉼표 but the ones picked this morning were poisonous.,,edible
speechless,(충격 등으로) 말을 못 하는,The food critics were speechless after tasting the dish.,음식 평론가들은 그 요리를 맛본 후 말을 하지 못 했다.,The food critics were _ after tasting the dish.,,speechless
delectable,맛있는,The bakery따옴표s delectable muffins are especially popular among tourists.,그 제과점의 맛있는 머핀은 여행객들에게 특히 유명하다.,The bakery따옴표s _ muffins are especially popular among tourists.,,delectable
devour,먹어 치우다쉼표 게걸스레 먹다,Kimberly devoured lunch too quickly쉼표 which later gave her indigestion.,Kimberly는 점심 식사를 너무 빨리 먹어 치웠고쉼표 이것은 나중에 소화불량을 일으켰다.,Kimberly _ lunch too quickly쉼표 which later gave her indigestion.,,devoured
squash,으깨다쉼표 짓누르다,When making guacamole쉼표 I like to squash the avocado with a fork.,과카몰레를 만들 때쉼표 나는 포크로 아보카도를 으깨는 것을 좋아한다.,When making guacamole쉼표 I like to _ the avocado with a fork.,,squash
