book,예약하다,I따옴표d like to book a direct flight to France for May 11.,5월 11일 자 프랑스로 가는 직항편을 예약하고 싶습니다.,I따옴표d like to _ a direct flight to France for May 11.,,book
vacancy,빈방 / 공석쉼표 결원,The popular hotel has few vacancies during the peak season.,유명 호텔에는 성수기 동안 빈방이 거의 없다.,The popular hotel has few _ during the peak season.,,vacancies
vacancy,빈방 / 공석쉼표 결원,A board member temporarily filled the vacancy left by the CEO따옴표s resignation.,한 이사회 임원이 최고 경영자의 퇴임으로 생긴 공석을 임시로 채웠다.,A board member temporarily filled the _ left by the CEO따옴표s resignation.,,vacancy
connecting flight,연결 비행편,Continuing travelers may board their connecting flight at gate 12.,계속 가시는 여행객들은 12번 탑승구에서 연결 비행편을 타실 수 있습니다.,Continuing travelers may board their _ at gate 12.,,connecting flight
aisle seat,통로 쪽 좌석,Would you like an aisle seat or a window seat?,통로 쪽 좌석으로 하시겠습니까쉼표 창가 쪽 좌석으로 하시겠습니까?,Would you like an _ or a window seat?,,aisle seat
available,이용할 수 있는 / (만날) 시간이 있는,Complimentary beverages and snacks are available to all passengers.,모든 탑승객들은 무료 음료와 간식을 이용하실 수 있습니다.,Complimentary beverages and snacks are _ to all passengers.,,available
available,이용할 수 있는 / (만날) 시간이 있는,Is the doctor available for consultation tomorrow?,의사 선생님께서 내일 상담할 시간이 있으신가요?,Is the doctor _ for consultation tomorrow?,,available
leg room,(좌석에서) 다리를 뻗을 수 있는 공간,Stretch out comfortably with the added leg room in first class.,일등석의 더 넓은 다리를 뻗을 수 있는 공간에서 편하게 누우세요.,Stretch out comfortably with the added _ in first class.,,leg room
carry-on,기내 반입용의,Each passenger may bring only one carry-on bag.,각 탑승객은 한 개의 기내 반입용 가방만 가지고 타실 수 있습니다.,Each passenger may bring only one _ bag.,,carry-on
overhead compartment,(비행기쉼표 기차 등의) 머리 위 짐칸,Airplanes have overhead compartments for small baggage.,항공기에는 작은 수하물을 위한 머리 위 짐칸이 있다.,Airplanes have _ for small baggage.,,overhead compartments
departure,출발쉼표 떠남,Departure times for trips going to Japan have been rescheduled.,일본으로 가는 여행의 출발 시간이 변경되었다.,_ times for trips going to Japan have been rescheduled.,,Departure
delay,지연시키다쉼표 늦추다,The flight to Los Angeles was delayed due to poor weather conditions.,로스앤젤레스로 가는 항공편이 악천후 때문에 지연되었다.,The flight to Los Angeles was _ due to poor weather conditions.,,delayed
lavatory,화장실,Smoking is prohibited쉼표 including in the lavatories.,화장실을 포함하여 흡연은 금지되어 있습니다.,Smoking is prohibited쉼표 including in the _.,,lavatories
accommodate,수용하다쉼표 숙박시키다. / ~의 편의를 도모하다,The new guesthouse on Third Avenue can accommodate up to 30 people.,3번가에 있는 새 하숙집은 30명까지 수용할 수 있다.,The new guesthouse on Third Avenue can _ up to 30 people.,,accommodate
accommodate,수용하다쉼표 숙박시키다. / ~의 편의를 도모하다,The hospital will do all it can to accommodate its patients.,그 병원은 환자들의 편의를 도모하기 위해 모든 노력을 다할 것이다.,The hospital will do all it can to _ its patients.,,accommodate
disturb,방해하다,Do not disturb the guests while they are in their rooms.,손님들이 객실에 있는 동안 방해하지 마세요.,Do not _ the guests while they are in their rooms.,,disturb
rate,요금쉼표 대출 / 비율,The rates for hotels are usually higher the closer they are to the beach.,호텔 요금은 보통 해변에 더 가까울수록 비싸다.,The _ for hotels are usually higher the closer they are to the beach.,,rates
rate,요금쉼표 대출 / 비율,The products made by this company have a very high failure rate.,이 회사에서 만든 상품들은 고장률이 아주 높다.,The products made by this company have a very high failure _.,,rate
rate,평가하다,The workers at the factory are rated based on their daily productivity.,공장에서 일하는 직원들은 그들의 일일 생산성에 근거하여 평가된다.,The workers at the factory are _ based on their daily productivity.,,rated
layover,(항공편의) 경유쉼표 도중하차,The flight from Singapore to Amsterdam includes a layover in Dubai.,싱가포르에서 암스테르담까지 가는 항공편은 두바이에서의 경유를 포함한다.,The flight from Singapore to Amsterdam includes a _ in Dubai.,,layover
reserve,예약하다 / 보유하다 / 남겨두다,These rooms are reserved for convention attendees.,이 방들은 대표자 회의 참석자들을 위해 예약되어 있다.,These rooms are _ for convention attendees.,,reserved
reserve,예약하다 / 보유하다 / 남겨두다,The university reserves the right to the use the contents of the report for publication.,대학은 출판을 위해 보고서의 내용을 사용할 수 있는 권리를 보유한다.,The university _ the right to the use the contents of the report for publication.,,reserves
reserve,예약하다 / 보유하다 / 남겨두다,Hikers should reserve their strength for the difficult parts of the trail.,도보 여행자들은 산길의 힘든 지역을 위해 힘을 남겨두어야 한다.,Hikers should _ their strength for the difficult parts of the trail.,,reserve
impeccable,나무랄 데 없는쉼표 결점 없는,The flight attendants are trained to offer impeccable service.,승무원들은 나무랄 데 없는 서비스를 제공하도록 훈련받는다.,The flight attendants are trained to offer _ service.,,impeccable
barge,난입하다쉼표 침입하다,the angry guests barged into the manager따옴표s office to complain.,화가 난 손님은 불평하기 위해 매니저의 사무실에 난입했다.,the angry guests _ into the manager따옴표s office to complain.,,barged
barge,바지선쉼표 거룻배,The workers overloaded the barge쉼표 which caused it to sink.,직원들은 바지선에 짐을 너무 많이 실었고쉼표 이것은 그것을 가라앉게 했다.,The workers overloaded the _쉼표 which caused it to sink.,,barge
tease,놀리다쉼표 괴롭히다,I was teased for thinking the drinks in the hotel room따옴표s refrigerator were free.,나는 호텔 객실의 냉장고에 있는 음료수가 공짜라고 생각했다가 놀림 받았다.,I was _ for thinking the drinks in the hotel room따옴표s refrigerator were free.,,teased
deserve,(마땅히) ~을 받을 만하다,The pilot deserves credit for executing a prefect emergency landing., 그 조종사는 완벽한 비상 착륙을 해낸 것에 대한 공로를 인정받을 만하다.,The pilot _ credit for executing a prefect emergency landing.,,deserves
circumspect,신중한쉼표 조심스러운,The crew member was circumspect in describing emergency measures.,그 승무원들은 비상조치들을 설명하는 데 있어 신중했다.,The crew member was _ in describing emergency measures.,,circumspect
mention,말하다쉼표 언급하다,The captain mentioned the temperature and weather conditions of the destination city.,기장은 도착 도시의 기온과 기상 상태에 대해 말했다.,The captain _ the temperature and weather conditions of the destination city.,,mentioned
deny,부인하다쉼표 부정하다,The airport staff denied that there was any problem with security.,공항 직원은 보안에 문지가 있다는 것을 부인했다.,The airport staff _ that there was any problem with security.,,denied
obtrusive,눈에 거슬리는,Anyone behaving in an obtrusive manner on the hotel따옴표s premises will be removed.,호텔 부지에서 눈에 거슬리는 태도로 행동하는 사람들은 쫓겨날 것이다.,Anyone behaving in an _ manner on the hotel따옴표s premises will be removed.,,obtrusive
cruise,(항공기쉼표 배 등이) 순항하다,Planes typically cruise at low altitudes prior to landing.,비행기는 착륙 전에 보통 저고도 순항한다.,Planes typically _ at low altitudes prior to landing.,,cruise
declare,(세관에서) 신고하다 / 선언하다쉼표 공표하다,Please declare all agricultural products on arrival in the country.,모든 농산물은 입국하실 때 신고해 주시기 바랍니다.,Please _ all agricultural products on arrival in the country.,,declare
declare,(세관에서) 신고하다 / 선언하다쉼표 공표하다,The politician declared his intention to run for senator.,그 정치인은 상원 의원으로 출마하고자 하는 자신의 계획을 선언했다.,The politician _ his intention to run for senator.,,declared
aerial,공중의쉼표 대기의,The sky as clear쉼표 giving flight passengers an aerial view of the city.,하늘이 청명해서 비행기 승객들에게 도시의 공중 풍경을 보여주었다.,The sky as clear쉼표 giving flight passengers an _ view of the city.,,aerial
unruffled,침착한쉼표 냉정을 잃지 않는,The hotel staff was unruffled by a small fire in the dining hall and escorted the guests outside.,그 호텔 직원은 식당에서 일어난 작은 화재에도 침착했고 투숙객들을 밖으로 안내했다.,The hotel staff was _ by a small fire in the dining hall and escorted the guests outside.,,unruffled
content,내용물,A customs officer looked through the contents of my bag.,세관원이 내 가방의 내용물을 살펴보았다.,A customs officer looked through the _ of my bag.,,contents
content,만족한,I따옴표m content with my present job position and wage.,나는 내 현재 직책과 임금에 만족한다.,I따옴표m _ with my present job position and wage.,,content
complete,(서류 등을 빠짐없이) 작성하다,Please complete this registration from before checking in.,숙박 수속하시기 전에 이 신청서를 작성해 주시기 바랍니다.,Please _ this registration from before checking in.,,complete
concourse,(공항쉼표 역의) 중앙 홀,The airport concourse was renovated to include more duty-free shops.,공항의 중앙 홀은 더 많은 면세점을 수용하기 위해 개조되었다.,The airport _ was renovated to include more duty-free shops.,,concourse
request,요청쉼표 부탁,A taxi service is available by request at the front desk.,택시 서비스는 안내 데스크에서 요청하시면 이용하실 수 있습니다.,A taxi service is available by _ at the front desk.,,request
flexible,융통성이 있는쉼표 유연한,Resort employees work a flexible schedule to help patrons.,고객들에게 도움을 주기 위해 리조트 직원들은 융통성이 있는 일정으로 일합니다.,Resort employees work a _ schedule to help patrons.,,flexible
raucous,시끄러운,Raucous guests in a room on the fourth floor made it difficult for others to sleep.,4층 방의 시끄러운 투숙객들은 다른 사람들이 잠들기 어렵게 했다.,_ guests in a room on the fourth floor made it difficult for others to sleep.,,Raucous
receptionist,(호텔쉼표 회사의) 안내원쉼표 접수원,The receptionist welcomed the tourists to the lodge.,안내원은 별장에 온 관광객들을 환영했다.,The _ welcomed the tourists to the lodge.,,receptionist
see off,~을 배웅하다,The assistant came to see off his boss at the airport.,보좌인은 그의 상사를 배웅하러 공항에 왔다.,The assistant came to _ his boss at the airport.,,see off
meet,충족시키다쉼표 만족시키다,We do our best to meet the needs of our passengers.,저희들은 승객들의 요구를 충족시키기 위해 최선을 다합니다.,We do our best to _ the needs of our passengers.,,meet
stow,(짐을) 싣다,Checked baggage쉼표 which should be under a certain weight쉼표 it stowed in the cargo hold.,어느 정도의 이하의 무게여야 하는 위탁 수화물은 화물칸에 실린다.,Checked baggage쉼표 which should be under a certain weight쉼표 it _ in the cargo hold.,,stowed
board,(비행기쉼표 기차 등에) 탑승하다,People with disabilities can board the plane first.,장애인분들은 비행기에 먼저 탑승하실 수 있습니다.,People with disabilities can _ the plane first.,,board
board,위원회,The board of directors had a meeting to discuss the new contracts.,이사회는 새로운 계약에 대해 의논하기 위해 회의를 했다.,The _ of directors had a meeting to discuss the new contracts.,,board
custom,(-s) 세관 / 관습쉼표 풍습,You must list all taxable purchases on the customs form before arriving.,도착 전에 모든 과세 상품을 세관 신고서에 기입하셔야 합니다.,You must list all taxable purchases on the _ form before arriving.,,customs
custom,(-s) 세관 / 관습쉼표 풍습,Giving money to the bride is a custom at Italian weddings.,신부에게 돈을 주는 것은 이탈리아 결혼식의 관습이다.,Giving money to the bride is a _ at Italian weddings.,,custom
edge,가장자리,At the edge of the airport runway is a protective barrier.,공항 활주로의 가장자리는 보호벽이다.,At the _ of the airport runway is a protective barrier.,,edge
verify,확인하다,I called the airline to verify my flight reservation.,나는 내 항공편 예약을 확인하기 위해 항공사에 전화했다.,I called the airline to _ my flight reservation.,,verify
view,의견쉼표 견해,The magazine contains a section on travelers따옴표 views about hotel service.,그 잡지는 호텔 서비스에 관한 여행자들의 의견에 대한 난을 포함한다.,The magazine contains a section on travelers따옴표 _ about hotel service.,,views
view,간주하다,Some view the financial crisis as an opportunity to make money.,어떤 사람들은 금융 위기를 돈을 벌 수 있는 기회로 간주한다.,Some _ the financial crisis as an opportunity to make money.,,view
