benefit,(회사에서 직원에게 제공하는) 복리 후생,The corporation offers standard benefits such as paid sick leave.,그 기업은 유급 병가와 같은 표준 복리 후생을 제공한다.,The corporation offers standard _ such as paid sick leave.,,benefits
benefit,이익을 얻다,Thousands of undergraduates benefit from scholarship grants each year.,매년 수천 명의 대학생들이 장학금으로부터 이익을 얻는다.,Thousands of undergraduates _ from scholarship grants each year.,,benefit
application,신청서쉼표 지원서 / 적용쉼표 응용,Job candidates submitted their application forms online.,입사 지원자들은 신청서를 온라인으로 제출했다.,Job candidates submitted their _ forms online.,,application
application,신청서쉼표 지원서 / 적용쉼표 응용,Electricity production is a useful application of nuclear power.,전력 생산은 원자력의 유용한 적용이다.,Electricity production is a useful _ of nuclear power.,,application
submit,제출하다 / 순종하다쉼표 복종하다,The human resources manager submitted a report on employee productivity.,인사부 관리자는 직원 생산성에 관한 보고서를 제출했다.,The human resources manager _ a report on employee productivity.,,submitted
submit,제출하다 / 순종하다쉼표 복종하다,Children are expected to submit to their parents따옴표 authority.,자녀들은 부모의 권위에 순종할 것으로 기대된다.,Children are expected to _ to their parents따옴표 authority.,,submit
ecstatic,열광하는쉼표 황홀한,The assistant was ecstatic to learn about her pay raise.,그 조수는 자신의 급여가 인상된 것을 알고 열광했다.,The assistant was _ to learn about her pay raise.,,ecstatic
arduous,몹시 힘든쉼표 고된,The training workshop is arduous but all employees must undergo it.,교육 워크숍은 몹시 힘들지만 모든 직원들은 견뎌내야 한다.,The training workshop is _ but all employees must undergo it.,,arduous
perform,수행하다쉼표 이행하다 / 공연하다,Wage earners perform tasks better when they are given incentives.,근로자들은 격려금을 받으면 일을 더 잘 수행한다.,Wage earners _ tasks better when they are given incentives.,,perform
perform,수행하다쉼표 이행하다 / 공연하다,The singer will perform at the large auditorium downtown.,그 가수는 시내의 대강당에서 공연할 것이다.,The singer will _ at the large auditorium downtown.,,perform
assiduous,근면한쉼표 끈기 있는,Our assiduous sales team always handles the merchandise with care.,근면한 우리 영업팀은 물품을 항상 조심스럽게 다룹니다.,Our _ sales team always handles the merchandise with care.,,assiduous
dutiful,의무를 다하는쉼표 충실한,Jeremy works hard at the office in addition to being a dutiful husband at home.,Jeremy는 집에서 의무를 다하는 남편일 뿐만 아니라 사무실에서도 열심히 일한다.,Jeremy works hard at the office in addition to being a _ husband at home.,,dutiful
qualified,자격 있는쉼표 적임의,Qualified applicants on the short list have been scheduled for interviews.,최종 후보자 명단에 있는 자격 있는 지원자들은 면접이 예정되었다.,_ applicants on the short list have been scheduled for interviews.,,Qualified
employ,고용하다,Around 60쉼표000 new workers were employed in this area last year.,작년에 약 6만 명의 신입 사원들이 이 지역에서 고용되었다.,Around 60쉼표000 new workers were _ in this area last year.,,employed
kudos,칭찬쉼표 찬사,Mike always gets kudos from his coworkers for his helpful suggestions.,Mike는 항상 도움이 되는 제안으로 그의 동료들에게 칭찬 받는다.,Mike always gets _ from his coworkers for his helpful suggestions.,,kudos
pay off,성과를 거두다 / (빚을) 모두 갚다,The manager따옴표s hard work paid off with the opening of a second branch.,그 지배인의 성실한 노력은 2호점을 개설하는 성과를 거두었다.,The manager따옴표s hard work _ with the opening of a second branch.,,paid off
pay off,성과를 거두다 / (빚을) 모두 갚다,Pay off your debt with a  portion of your monthly income.,월수입의 일부로 빚을 모두 갚으십시오.,_ your debt with a  portion of your monthly income.,,Pay off
preoccupied,몰두한쉼표 여념이 없는,The administrator was preoccupied with a budget control problem.,그 관리자는 예산 관리 문제에 몰두했다.,The administrator was _ with a budget control problem.,,preoccupied
reschedule,일정을 변경하다,The board meeting has been rescheduled from 2 P.M. to 3 P.M.,이사회 회의는 오후 2시에서 오후 3시로 일정이 변경되었다.,The board meeting has been _ from 2 P.M. to 3 P.M.,,rescheduled
promote,승진시키다 / 촉진하다쉼표 장려하다 / (상품을) 판촉하다,An excellent knowledge of the industry can help one get promoted.,산업에 대한 뛰어난 지식은 승진하는 데 도움이 도리 수 있다.,An excellent knowledge of the industry can help one get _.,,promoted
promote,승진시키다 / 촉진하다쉼표 장려하다 / (상품을) 판촉하다,The government policy will promote the creation of new businesses.,정부의 정책은 새로운 사업의 창출을 촉진할 것이다.,The government policy will _ the creation of new businesses.,,promote
promote,승진시키다 / 촉진하다쉼표 장려하다 / (상품을) 판촉하다,A celebrity will promote the product on television.,한 유명 인사가 텔레비전에서 그 제품을 판촉할 것이다.,A celebrity will _ the product on television.,,promote
agenda,의제쉼표 안건,The first item on the agenda is the new marketing plan.,의제의 첫 번째 항목은 새 마케팅 기획안이다.,The first item on the _ is the new marketing plan.,,agenda
feckless,무책임한쉼표 나태한,Companies want to avoid hiring feckless workers.,회사는 무책임한 직원들을 고용하는 것을 피하고 싶어 한다.,Companies want to avoid hiring _ workers.,,feckless
onerous,부담스러운쉼표 성가신,Dealing with customer complaints can be an onerous task.,고객 불만을 처리하는 것은 부담스러운 일일 수 있다.,Dealing with customer complaints can be an _ task.,,onerous
wage,임금쉼표 급료,The new minimum wage approved by Congress will benefit entry-level workers.,의회에 의해 승인된 새 최저 임금은 신입 사원들에게 이익이 될 것이다.,The new minimum _ approved by Congress will benefit entry-level workers.,,wage
wage,(전쟁쉼표 투쟁 등을) 하다쉼표 벌이다,The military was vowed to wage war against the rebels.,군대는 반란군에 대항해서 전쟁을 할 것을 맹세했다.,The military was vowed to _ war against the rebels.,,wage
discharge,해고하다쉼표 면직시키다 / 방출하다,The employee was discharged for leaking confidential information to the media.,그 직원은 언론에 기밀을 누설해서 해고되었다.,The employee was _ for leaking confidential information to the media.,,discharged
discharge,해고하다쉼표 면직시키다 / 방출하다,The car battery was discharging some strange fluid.,그 자동차 배터리는 이상한 유체를 방출하고 있었다.,The car battery was _ some strange fluid.,,discharging
ingratiate,비위를 맞추다쉼표 환심을 사다,Jenny ingratiates herself with the clients by smiling and telling jokes.,Jenny는 웃고 농담을 하면서 고객들의 비위를 맞춘다.,Jenny _ herself with the clients by smiling and telling jokes.,,ingratiates
leave out,~을 빠뜨리다쉼표 제외하다,Mr. Miller found out that he had left out an important document after sending the parcel.,Mr. Miller는 소포를 보낸 후에 중요한 문서를 빠뜨렸다는 것을 알게 되었다.,Mr. Miller found out that he had _ an important document after sending the parcel.,,left out
upbraid,꾸짖다쉼표 나무라다,The supervisor upbraided her assistant for arriving to the office late.,그 감독관은 그녀의 조수가 사무실에 늦게 도착한 것에 대해 꾸짖었다.,The supervisor _ her assistant for arriving to the office late.,,upbraided
commensurate,(액수 등이) 상응하는,According to the job description쉼표 salary is commensurate with education and experience.,직무 기술서에 따르면쉼표 급여는 교육과 경력에 상응한다.,According to the job description쉼표 salary is _ with education and experience.,,commensurate
handle,처리하다쉼표 다루다,The highly trained staff handled the network problem with ease.,고도로 훈련된 직원들은 네트워크 문제를 쉽게 처리했다.,The highly trained staff _ the network problem with ease.,,handled
colleague,(직업상의) 동료,Developing good relations with colleagues is essential for teamwork.,동료들과 좋은 관계를 유지하는 것은 팀워크를 위해 필수적이다.,Developing good relations with _ is essential for teamwork.,,colleagues
relegate,좌천시키다,Because of the branch따옴표s poor performance쉼표 the director was relegated to the position of manager.,그 지점의 낮은 실적 때문에쉼표 그 이사는 부장직으로 좌천되었다.,Because of the branch따옴표s poor performance쉼표 the director was _ to the position of manager.,,relegated
pursue,(일쉼표 연구 등에) 종사하다,Graduates with degrees in journalism often pursue careers in media.,신문학 학위가 있는 졸업생들은 종종 언론직에 종사한다.,Graduates with degrees in journalism often _ careers in media.,,pursue
grievance,(부당한 행위에 대한) 불만쉼표 노여움,George따옴표s grievance was preference given to employees on the marketing team.,George의 불만은 마케팅팀의 직원들에게 주어진 특혜였다.,George따옴표s _ was preference given to employees on the marketing team.,,grievance
get around to,~까지도 하다,Due to too much work쉼표 Jillian didn따옴표t get around to preparing for her presentation.,너무 많은 업무로 인해쉼표 Jillian은 발표 준비까지는 하지도 못했다.,Due to too much work쉼표 Jillian didn따옴표t _ preparing for her presentation.,,get around to
manage,관리하다쉼표 경영하다 / 간신히 해내다,Are you managing the consumer research team?,당신은 소비자 조사팀을 관리하고 있나요?,Are you _ the consumer research team?,,managing
manage,관리하다쉼표 경영하다 / 간신히 해내다,The pilot managed to land the plane during the storm.,그 조종사는 폭풍우 동안에 비행기 착륙을 간신히 해냈다.,The pilot _ to land the plane during the storm.,,managed
loose cannon,돌발행동을 하는 사람,Kevin was disqualified for the managerial position due to being a loose cannon.,Kevin은 돌발행동을 하는 사람이기 때문에 관리직 자격을 박탈당했다.,Kevin was disqualified for the managerial position due to being a _.,,loose cannon
under the wire,(마감 시간 등에) 간신히쉼표 빠듯하게,I handed in my report just under the wire.,나는 간신히 보고서를 제출했다.,I handed in my report just _.,,under the wire
antagonize,반감을 사다,In order not to antagonize her employer쉼표 Rita doesn따옴표t argue with anything he says.,고용주의 반감을 사지 않기 위해쉼표 Rita는 그가 말하는 어떤 것에도 반박하지 않는다.,In order not to _ her employer쉼표 Rita doesn따옴표t argue with anything he says.,,antagonize
goad,자극하다쉼표 격려하다,The successes of his colleagues goaded Patrick into becoming more competitive.,동료들의 성공은 Patrick이 더 경쟁심을 갖도록 자극했다.,The successes of his colleagues _ Patrick into becoming more competitive.,,goaded
impugn,이의를 제기하다,To have a better chance of promotion쉼표 Marie impugned the competence of her rival.,승진의 가능성을 더 높이기 위해쉼표 Marie는 그녀의 경쟁자의 능력에 대해 이의를 제기했다.,To have a better chance of promotion쉼표 Marie _ the competence of her rival.,,impugned
dismiss,해고하다 / (생각 등을) 버리다,Management dismissed an assistant for falsifying documents.,경영진은 문서를 위조했다는 이유로 한 조수를 해고했다.,Management _ an assistant for falsifying documents.,,dismissed
dismiss,해고하다 / (생각 등을) 버리다,The team dismissed their initial plan to make a video presentation.,그 팀은 비디오 발표를 하겠다는 최초의 계획을 버렸다.,The team _ their initial plan to make a video presentation.,,dismissed
appoint,임명하다,The board appointed the vice president to the CEO position.,이사회는 부회장을 최고 경영자 지위에 임명했다.,The board _ the vice president to the CEO position.,,appointed
retire,은퇴하다쉼표 퇴직하다,The accountant retired after working at the company for 50 years.,그 회계사는 회사에서 50년간 일한 후에 은퇴했다.,The accountant _ after working at the company for 50 years.,,retired
