election,선거,Ronald Reagan won the US presidential election twice: first in 1980 and then again in 1984.,로널드 레이건은 미국 대통령 선거에서 두 차례 당선되었는데쉼표 첫 번째는 1980년이었고쉼표 그 다음에는 1984년 이었다.,Ronald Reagan won the US presidential _ twice: first in 1980 and then again in 1984.,,election
candidate,후보자쉼표 지원자,The election commission checks if candidates are qualified to run for president.,선거 위원회는 후보자들이 대통령에 출마할 자격이 있는지 확인한다.,The election commission checks if _ are qualified to run for president.,,candidates
pledge,약속하다쉼표 서약하다,The prime minister pledged to provide better job opportunities.,총리는 더 나은 취업 기회를 제공하겠다고 약속했다.,The prime minister _ to provide better job opportunities.,,pledged
advocate,지지하다쉼표 옹호하다,I advocate increasing the budget for education.,나는 교육 예산 증액을 지지한다.,I _ increasing the budget for education.,,advocate
advocate,지지자쉼표 옹호자,My neighbor is an advocate of environmentalism.,내 이웃은 환경 보호주의 지지자이다.,My neighbor is an _ of environmentalism.,,advocate
corruption,부패쉼표 타락,The newly elected governor vowed to fight corruption in the state.,새로 선출된 주지사는 그 주의 부패와 맞서 싸울 것을 맹세했다.,The newly elected governor vowed to fight _ in the state.,,corruption
administration,정권쉼표 정부 / 관리쉼표 경영,The new administration is proposing a change in foreign policy.,새로운 정권은 외교 정책의 변화를 제안하고 있다.,The new _ is proposing a change in foreign policy.,,administration
administration,정권쉼표 정부 / 관리쉼표 경영,The accountant has extensive experience in financial administration.,그 회계사는 재무 관리에 폭넓은 경험이 있다.,The accountant has extensive experience in financial _.,,administration
rampant,만연하는,The media is reporting rampant bribery among elected officials.,대중 매체는 선출된 공무원들의 만연하는 뇌물 수수에 대해 보도하고 있다.,The media is reporting _ bribery among elected officials.,,rampant
allay,(흥분쉼표 화 등을) 가라앉히다쉼표 진정시키다,The government따옴표s televised broadcast on the swine flu allayed the public따옴표s fears.,돼지 독감에 대한 정부의 텔레비전 방송은 대중의 불안을 가라앉혔다.,The government따옴표s televised broadcast on the swine flu _ the public따옴표s fears.,,allayed
address,(문제를) 다루다쉼표 처리하다 / ~에게 연설하다,She addressed the issue of unemployment in her speech.,그녀는 연설에서 실업 문제를 다루었다.,She _ the issue of unemployment in her speech.,,addressed
address,(문제를) 다루다쉼표 처리하다 / ~에게 연설하다,Several speakers were invited to address the graduating students.,졸업생들에게 연설하기 위해 여러 명의 연설자가 초대되었다.,Several speakers were invited to _ the graduating students.,,address
impose,(의무쉼표 세금 등을) 부과하다,The federal government imposed a tax on all imported products.,연방 정부는 모든 수입품에 세금을 부과했다.,The federal government _ a tax on all imported products.,,imposed
restrict,제한하다쉼표 한정하다,United States law restricts presidents to only two terms in office.,미국 법은 대통령이 관직을 두 번만 연임하도록 제한한다.,United States law _ presidents to only two terms in office.,,restricts
enact,(법률을) 제정하다 / 연기하다쉼표 상연하다,The parliament enacted a new law concerning child protection.,국회는 아동 보호에 관한 새로운 법을 제정했다.,The parliament _ a new law concerning child protection.,,enacted
enact,(법률을) 제정하다 / 연기하다쉼표 상연하다,My friend enacted the role of Juliet in the play.,내 친구는 연극에서 줄리엣 역할을 연기했다.,My friend _ the role of Juliet in the play.,,enacted
mitigate,완화하다쉼표 누그러뜨리다,Authorities have worked hard to mitigate the conditions that lead to terrorist acts.,당국은 테러 행위를 초래하는 상황을 완화하기 위해 많은 노력을 해왔다.,Authorities have worked hard to _ the conditions that lead to terrorist acts.,,mitigate
defy,~에게 반항하다쉼표 ~에게 도전하다 / 무시하다,Striking workers defied the government따옴표s demand to return to work.,파업 중인 노동자들은 업무에 복귀하라는 정부의 요구에 반항했다.,Striking workers _ the government따옴표s demand to return to work.,,defied
defy,~에게 반항하다쉼표 ~에게 도전하다 / 무시하다,The mayor defied the public따옴표s calls to step down from office.,그 시장은 관직에서 물러나라는 대중의 요구를 무시했다.,The mayor _ the public따옴표s calls to step down from office.,,defied
garner,(정보쉼표 지지 등을) 얻다쉼표 모으다,Political candidates often make unrealistic promises to garner support for elections.,정치 후보자들은 선거를 위한 지지를 얻기 위해 보통 비현실적인 공약을 내건다.,Political candidates often make unrealistic promises to _ support for elections.,,garner
delegate,대표쉼표 대리인,Delegates from around the world met to discuss economic policies.,전 세계의 대표들이 경제 정책을 논의하기 위해 만났다.,_ from around the world met to discuss economic policies.,,Delegates
delegate,(권한쉼표 업무 등을) 위임하다,I delegated the task of arranging meetings with clients to my assistant.,나는 고객들과의 미팅을 준비하는 일을 내 보조원에게 위임했다.,I _ the task of arranging meetings with clients to my assistant.,,delegated
autonomy,자치권쉼표 차지 / 자율성,Local governments have the autonomy to manage their own affairs.,지방 자치 단체는 그 지방의 일을 처리할 수 있는 자치권을 지닌다.,Local governments have the _ to manage their own affairs.,,autonomy
autonomy,자치권쉼표 차지 / 자율성,College students enjoy greater autonomy living away from home.,대학생들은 집을 떠나 살면서 더 많은 자율성을 누린다.,College students enjoy greater _ living away from home.,,autonomy
reinstate,(직책 등에) 복직시키다쉼표 복귀시키다,The senator was reinstated after the investigation proved his innocence.,그 상원 의원은 수사가 그의 결백을 증명한 뒤에 복직되었다.,The senator was _ after the investigation proved his innocence.,,reinstated
