frugal,절약하는 ,People must be frugal with money during an economic downturn.,경기 침체 동안 사람들은 돈을 절약해야 한다.,People must be _ with money during an economic downturn.,,frugal
cut down on,(비용쉼표 수량 등을) 줄이다,We should cut down on unnecessary expenses and save for a rainy day.,우리는 불필요한 지출을 줄이고 만일의 경우를 위해 저축해야 한다.,We should _ unnecessary expenses and save for a rainy day.,,cut down on
mortgage,담보 대출,They have already paid off the mortgage on their home.,그들은 집에 대한 담보 대출을 이미 다 갚았다.,They have already paid off the _ on their home.,,mortgage
mortgage,(토지쉼표 재산을) 저당 잡히다,He mortgaged his house to obtain the cash needed to start a company.,그는 창업에 필요한 현금을 구하기 위해 집을 저당 잡혔다.,He _ his house to obtain the cash needed to start a company.,,mortgaged
loan,대출쉼표 대부금,Luke will apply for a loan to buy the car.,Luke는 그 차를 사기 위해 대출을 신청할 것이다.,Luke will apply for a _ to buy the car.,,loan
in the red,적자인,Declining product sales have left us in the red.,상품 판매량의 감소는 우리를 적자로 만들었다.,Declining product sales have left us _.,,in the red
statement,입출금 내역서 / 성명쉼표 진술,You will receive a monthly bank statement listing your account activity.,귀하의 계좌 활동을 열거한 월별 은행 입출금 내역서를 받으실 것입니다.,You will receive a monthly bank _ listing your account activity.,,statement
statement,입출금 내역서 / 성명쉼표 진술,The government plans to make a statement regarding health care.,정부는 의료 보험에 관한 성명을 발표할 계획이다.,The government plans to make a _ regarding health care.,,statement
recession,불경기쉼표 경기 침체,Despite the recession쉼표 management has decided to raise employee salaries.,불경기에도 불구하고쉼표 경영진은 직원 임금을 인상하기로 결정했다.,Despite the _쉼표 management has decided to raise employee salaries.,,recession
stimulate,활발하게 하다쉼표 자극하다,Consumer spending is encouraged to stimulate the economy.,소비자 지출은 경제를 활발하게 하기 위해 장려된다.,Consumer spending is encouraged to _ the economy.,,stimulate
galvanize,활기를 불어넣다쉼표 자극하다,The high real estate prices galvanized owners into selling their properties.,높은 부동산 가격은 소유주들이 부동산을 매각하도록 활기를 불어넣었다.,The high real estate prices _ owners into selling their properties.,,galvanized
ensure,보장하다쉼표 반드시 ~이게 하다,he worked hard to ensure the financial security of his family.,그는 가족의 경제적 안정을 보장하기 위해 열심히 일했다.,he worked hard to _ the financial security of his family.,,ensure
compensate,보상하다쉼표 배상하다 / 보충하다,The company compensated the employee for the industrial accident.,그 회사는 직원의 산재에 대해 보상했다.,The company _ the employee for the industrial accident.,,compensated
compensate,보상하다쉼표 배상하다 / 보충하다,He will work weekends to compensate for his absences.,그는 결근을 보충하기 위해 주말에 일할 것이다.,He will work weekends to _ for his absences.,,compensate
account,계좌,I will open an account with a local bank.,나는 지역 은행에 계좌를 개설할 것이다.,I will open an _ with a local bank.,,account
plummet,(가격쉼표 물가 등이) 폭락하다,The prices of consumer goods plummeted last month.,지난달에 소비재의 가격이 폭락했다.,The prices of consumer goods _ last month.,,plummeted
remuneration,보수쉼표 보상,The contract guaranteed remuneration for all overtime.,그 계약서는 모든 추가 근무에 대한 보수를 보장했다.,The contract guaranteed _ for all overtime.,,remuneration
reimburse,변제하다쉼표 배상하다`,Your travel expenses will be reimbursed after you submit the receipts.,귀하의 여행 경비는 영수증을 제출하신 후 변제될 것입니다.,Your travel expenses will be _ after you submit the receipts.,,reimbursed
deficit,적자 / 부족쉼표 부족액,The government따옴표s budget deficit increased in the first quarter.,1분기에 정부 예산 적자가 증가했다.,The government따옴표s budget _ increased in the first quarter.,,deficit
deficit,적자 / 부족쉼표 부족액,many business borrow money to cover capital deficits.,많은 회사들이 자금 부족을 메우기 위해 돈을 빌린다.,many business borrow money to cover capital _.,,deficits
currency,화폐쉼표 통화,Where can I exchange currency at the airport?,공항 어디에서 화폐를 환전할 수 있습니까?,Where can I exchange _ at the airport?,,currency
subsidy,보조금,Public schools receive an annual subsidy from the government.,공립 학교들은 정부로부터 연간 보조금을 받는다.,Public schools receive an annual _ from the government.,,subsidy
redeem,(쿠폰 등을) 현금쉼표 상품으로 교환하다.,Gift certificates may be redeemed for cash.,상품권은 현금으로 교환될 수 있다.,Gift certificates may be _ for cash.,,redeemed
